cuit_emisor,razon_social,codigo_caja_valores,codigo_byma,denominacion_especie,tipo_titulo,fecha_alta,fecha_vencimiento,moneda,prefijo
30715744941,YACOPINI MIRAI S.A.,58596,YIS2P,ON PYME YACOPINI S.2 V.30/04/26 $ C.G.,OBLIGACION NEGOCIABLE PYME,30/4/2025,30/4/2026,Pesos,YIS
33715043519,GESTION DE PRESTAMOS Y COBRANZAS,58137,GZS2P,ON GESTION PRES.COB PYME CNV GAR.S2 $ CG,OBLIGACION NEGOCIABLE PYME,18/10/2024,18/4/2026,Pesos,GZS
30672812808,CEDISUR S.A.,57981,CRS1P,ON PYME CEDISUR S.1 V22/08/26 $ CG,OBLIGACION NEGOCIABLE PYME,22/8/2024,22/8/2026,Pesos,CRS
30500645772,MERANOL S.A.C.I.,58346,MRCXP,ON MERANOL PYME CLASE 31 V.19-6-26 U$S CG,OBLIGACION NEGOCIABLE PYME,19/12/2024,19/6/2026,Pesos,MRCX
30692304884,FCA CIA. FINANCIERA SA,58685,FTM3O,ON FCA COMP.F CL21 S.3 V.30/05/26 $ CG,OBLIGACION NEGOCIABLE SIMPLE,30/5/2025,30/5/2026,Pesos,FTM
30516420444,BANCO MARIVA S.A.,58916,WBS2O,ON BANCO MARIVA S.2 01/04/26 USD,OBLIGACION NEGOCIABLE SIMPLE,8/10/2025,1/4/2026,Pesos,WBS
30712101136,CREDITO DIRECTO S.A.,59117,CXCWO,ON CREDITO DIRECTO CL.30 22/06/26 $,OBLIGACION NEGOCIABLE SIMPLE,22/12/2025,22/6/2026,Pesos,CXCW
30708633417,GRUPO ST S.A.,57579,STCBO,ON GRUPO ST CL. 11 V19/02/26 U$S CG,OBLIGACION NEGOCIABLE SIMPLE,19/2/2024,19/2/2026,Pesos,STCB
30525966859,RIBEIRO S.A.C.I.F.A. E I.,38232,RICLO,ON RIBEIRO CLASE L $ C.G.,OBLIGACION NEGOCIABLE SIMPLE,5/12/2012,30/6/2023,Pesos,RICL
30546689979,YPF S.A.,57855,YMCWO,ON YPF CLASE 30 U$S VTO 01/07/26 C.G,OBLIGACION NEGOCIABLE SIMPLE,1/7/2024,1/7/2026,Pesos,YMCW
30682419578,VOLKSWAGEN FINANCIAL SERVICES COMPAÑIA FINANCIERA SA,59064,VWCDO,ON VOLKSWAGEN FINANCIAL SERVICES CL.12 11/12/2,6O $BLIGACION NEGOCIABLE SIMPLE,11/12/2025,11/12/2026,Pesos,VWCD
30707847367,PSA FINANCE ARGENTINA CIA FINANCIERA SA,59094,PS36O,ON PSA FINANCE ARGENTINA COMPAÃ‘IA FINANCIER,AO SB.3L6IG 1A9C/I0O9N/2 N6E $GOCIABLE SIMPLE,19/12/2025,19/9/2026,Pesos,PS
30604731018,BANCO COMAFI S.A.,58526,AFCBO,ON BANCO COMAFI CL.11 V10/03/26 $ CG,OBLIGACION NEGOCIABLE SIMPLE,10/3/2025,10/3/2026,Pesos,AFCB
30604731018,BANCO COMAFI S.A.,58527,AFCDO,ON BANCO COMAFI CL.12 V10/03/26 $ CG,OBLIGACION NEGOCIABLE SIMPLE,10/3/2025,10/3/2026,Pesos,AFCD
30604731018,BANCO COMAFI S.A.,58658,AFCGO,ON BANCO COMAFI CL.15 23/05/26 $ CG,OBLIGACION NEGOCIABLE SIMPLE,23/5/2025,23/5/2026,Pesos,AFCG
30716837994,AFS GROUP S.A.,59046,FSS1L,ON PYME AFS GROUP S.1 04/12/27 $,OBLIGACION NEGOCIABLE PYME,4/12/2025,4/12/2027,Pesos,FSS
33657476639,MADERO HARBOUR S.A.,58281,HA11P,ON MADERO HARB S.1 CL.1 V.05/12/26 $ CG,OBLIGACION NEGOCIABLE PYME,5/12/2024,5/12/2026,Pesos,HA
30654691726,RADIADORES PRATS S.A.,58270,ROS2P,ON RADIADORES PRATS S.2 V28/11/26 $ CG,OBLIGACION NEGOCIABLE PYME,28/11/2024,28/11/2026,Pesos,ROS
30707923446,AGRO DE SOUZA S.A.,58330,SZ22P,ON AGRO DE SOUZA S.2 C.2 V17/12/26 $ CG,OBLIGACION NEGOCIABLE PYME,17/12/2024,17/12/2026,Pesos,SZ
30690967541,PATAGONIA FRUITS TRADE S.A,58007,PF3AP,ON PATAG.FRUIT.S3 CL.A V.30/08/26 U$S CG,OBLIGACION NEGOCIABLE PYME,30/8/2024,30/8/2026,Pesos,PF
30690967541,PATAGONIA FRUITS TRADE S.A,58008,PF3BP,ON PATAG FRUIT S.3 CL.B 30/08/26 $ CG,OBLIGACION NEGOCIABLE PYME,30/8/2024,30/8/2026,Pesos,PF
33669088499,PRODEMAN S.A.,58045,PM31P,ON PYME PRODEMAN S3 CL1 V06/09/26 $ CG,OBLIGACION NEGOCIABLE PYME,6/9/2024,6/9/2026,Pesos,PM
30708658819,AGROIDEAS S.A,59018,RAS4P,ON PYME AGROIDEAS S.4 15/10/27 $,OBLIGACION NEGOCIABLE PYME,28/11/2025,15/10/2027,Pesos,RAS
30501863129,RICARDO ALMAR E HIJOS S.A.,58410,AHC2P,ON PYME RICARDO ALMAR CL.2 $ V27/01/27,OBLIGACION NEGOCIABLE PYME,27/1/2025,27/1/2027,Pesos,AHC
30619780635,PROMEDON S.A.,57715,PB22P,ON PYME PROMEDON S2 CL2 V25/04/26 U$S CG,OBLIGACION NEGOCIABLE PYME,25/4/2024,25/4/2026,Pesos,PB
30660920451,GRUAS SAN BLAS S.A,59029,GBS1L,ON PYME GRUAS SAN BLAS S.1 28/11/2026 $,OBLIGACION NEGOCIABLE PYME,28/11/2025,28/11/2027,Pesos,GBS
30539301388,GARRO FABRIL S.A,58040,GF2AP,ON PYME GARRO FABRIL S.1 C.A $ C.G.,OBLIGACION NEGOCIABLE PYME,6/9/2024,6/9/2026,Pesos,GF
30665234114,GENNEIA S.A.,57863,GN46O,ON GENNEIA CL. 46 V27/06/26 U$S CG,OBLIGACION NEGOCIABLE SIMPLE,27/6/2024,27/6/2026,Pesos,GN
30707847367,PSA FINANCE ARGENTINA CIA FINANCIERA SA,59092,PS34O,ON PSA FINANCE ARGENTINA COMPAÃ‘IA FINANCIER,AO SB.3L4IG 1A9C/I1O2N/2 N7E UGVOACIABLE SIMPLE,19/12/2025,19/12/2027,Pesos,PS
30692304884,FCA CIA. FINANCIERA SA,58683,FTM1O,ON FCA COMP.F CL21 S.1 V.30/05/27 UVA CG,OBLIGACION NEGOCIABLE SIMPLE,30/5/2025,30/5/2027,Pesos,FTM
30655116202,EDENOR S.A.,58826,DNC9O,ON EDENOR CL.9 V.07/08/26 $ CG,OBLIGACION NEGOCIABLE SIMPLE,7/8/2025,7/8/2026,Pesos,DNC
30546689979,YPF S.A.,57433,YMCTO,ON YPF CL. 27 VTO10/10/26 U$S CG EF,OBLIGACION NEGOCIABLE SIMPLE,10/10/2023,10/10/2026,Pesos,YMCT
30665234114,GENNEIA S.A.,57479,GN42O,ON GENNEIA 42 V16/05/27 U$S CG EF,OBLIGACION NEGOCIABLE SIMPLE,16/11/2023,16/5/2027,Pesos,GN
30665234114,GENNEIA S.A.,57645,GN44O,ON GENNEIA CL. 44 V08/03/26 U$SCG,OBLIGACION NEGOCIABLE SIMPLE,8/3/2024,8/3/2026,Pesos,GN
30525966859,RIBEIRO S.A.C.I.F.A. E I.,38849,RICMO,O.N. RIBEIRO CLASE M $ C.G.,OBLIGACION NEGOCIABLE SIMPLE,16/8/2013,30/6/2024,Pesos,RICM
30525966859,RIBEIRO S.A.C.I.F.A. E I.,37767,RIK3O,ON RIBEIRO CLASE K2 SERIE 1 $ C.G.,OBLIGACION NEGOCIABLE SIMPLE,12/2/2012,30/6/2022,Pesos,RIK
30682504125,ALBANESI S.A.,57377,LECAO,ON ALBANESI ENERGIA 10 V21/09/25 U$S CG,OBLIGACION NEGOCIABLE SIMPLE,21/9/2023,21/9/2027,Pesos,LECA
30525966859,RIBEIRO S.A.C.I.F.A. E I.,37517,RIK1O,ON RIBEIRO CLASE K SERIE 1 $ C.G.,OBLIGACION NEGOCIABLE SIMPLE,21/12/2011,30/6/2021,Pesos,RIK
30707807810,OVOPROT INTERNATIONAL SA,51776,VP00P,O.N. PYME OVOPROT V. 24/08/19 $ C.G.,OBLIGACION NEGOCIABLE SIMPLE,24/8/2016,26/8/2019,Pesos,VP
30682504125,ALBANESI S.A.,57963,LECHO,ON ALBANESI ENERG. CL.16 V28/08/27 U$S CG,OBLIGACION NEGOCIABLE SIMPLE,28/8/2024,28/8/2027,Pesos,LECH
30682419578,VOLKSWAGEN FINANCIAL SERVICES COMPA?IA FINANCIERA SA,59065,VWCEO,ON VOLKSWAGEN FINANCIAL SERVICES CL.13 11/09/2,6O $BLIGACION NEGOCIABLE SIMPLE,11/12/2025,11/9/2026,Pesos,VWCE
30506733932,CIA GENERAL DE COMBUSTIBLES S.A.,59087,CP39O,ON COMPAÃ‘IA GENERAL DE COMBUSTIBLES CL.39 29,/O03B/L2IG7A UCSIDON NEGOCIABLE SIMPLE,29/12/2025,29/3/2027,Pesos,CP
33715184139,GENERACION LITORAL SA,56904,GOC1O,ON GENERA. LITORAL CL1 V.28/09/29 U$S CG,OBLIGACION NEGOCIABLE SIMPLE,8/3/2023,28/9/2029,Pesos,GOC
30525966859,RIBEIRO S.A.C.I.F.A. E I.,53596,RIS2O,O.N.RIBEIRO CL. S S.2 V.30/6/28 $ C.G,OBLIGACION NEGOCIABLE SIMPLE,28/6/2018,30/6/2028,Pesos,RIS
30525966859,RIBEIRO S.A.C.I.F.A. E I.,39704,39704,O.N. RIBEIRO CLASE N $ C.G.,OBLIGACION NEGOCIABLE SIMPLE,26/8/2014,30/6/2024,Pesos,397
30692304884,FCA CIA. FINANCIERA SA,58273,FTL1O,ON FCA COMP.F CL20 S.1 V.29/05/27 UVA CG,OBLIGACION NEGOCIABLE SIMPLE,29/11/2024,29/5/2027,Pesos,FTL
30506733932,CIA GENERAL DE COMBUSTIBLES S.A.,57864,CP35O,ON CIA GEN.COMB. CL.35 V28/02/26 US$ CG,OBLIGACION NEGOCIABLE SIMPLE,28/6/2024,28/2/2026,Pesos,CP
30593174057,RIZOBACTER ARGENTINA S.A.,57857,RZ9AO,ON RIZOBACTER 9 CL. A U$S VTO28/06/26 CG,OBLIGACION NEGOCIABLE SIMPLE,28/6/2024,28/6/2026,Pesos,RZ
30707847367,PSA FINANCE ARGENTINA CIA FINANCIERA SA,59093,PS35O,ON PSA FINANCE ARGENTINA COMPAÃ‘IA FINANCIER,AO SB.3L5IG 1A9C/I1O2N/2 N6E $GOCIABLE SIMPLE,19/12/2025,19/12/2026,Pesos,PS
30500001735,BANCO DE GALICIA Y BUENOS AIRES S.A.,58449,BYCMO,ON BCO GALICIA CL.21 V10/02/26 $ CG,OBLIGACION NEGOCIABLE SIMPLE,10/2/2025,10/2/2026,Pesos,BYCM
30714814229,PETROLERA ACONCAGUA ENERGIA S.A.,57897,PECDO,ON PETRO.ACON.CL.12 V.18/07/26 U$S CG,OBLIGACION NEGOCIABLE SIMPLE,18/7/2024,18/7/2026,Pesos,PECD
30716999498,MERCADO PAGO SERVICIOS DE PROCESAMIENTO S.R.L.,58794,SXC1O,ON MERCADO PAGO CL.1 V.18/07/26 $ CG,OBLIGACION NEGOCIABLE SIMPLE,18/7/2025,18/7/2026,Pesos,SXC
30500001735,BANCO DE GALICIA Y BUENOS AIRES S.A.,58608,BYCQO,ON BCO GALICIA CL.25 V.30/04/26 $ CG,OBLIGACION NEGOCIABLE SIMPLE,30/4/2025,30/4/2026,Pesos,BYCQ
30500001735,BANCO DE GALICIA Y BUENOS AIRES S.A.,58287,BYCJO,ON BCO GALICIA CL.18 V.30/04/25 $ CG,OBLIGACION NEGOCIABLE SIMPLE,4/12/2024,30/4/2025,Pesos,BYCJ
30714155128,MSU GREEN ENERGY S.A.U.,57456,EAC2O,ON E.RENOV. LAS LOMAS CL.2 V12/10/33 US$ CG,OBLIGACION NEGOCIABLE SIMPLE,12/10/2023,12/10/2033,Pesos,EAC
30714814229,PETROLERA ACONCAGUA ENERGIA S.A.,58818,PECJO,ON PETRO. ACONCAGUA 18 V25/08/30 $ CG,OBLIGACION NEGOCIABLE SIMPLE,25/8/2025,25/8/2030,Pesos,PECJ
30655942382,PLAZA LOGISTICA S.R.L.,57640,PZCDO,ON PLAZA LOGISTICA 12 V08/03/26 UVA CG,OBLIGACION NEGOCIABLE SIMPLE,8/3/2024,8/3/2026,Pesos,PZCD
30704960995,BANCO DE SERVICIOS Y TRANSACCIONES S.A.,58784,BVCNO,ON BCO DE SERV Y TRANS 22 V15/01/26 $ CG,OBLIGACION NEGOCIABLE SIMPLE,15/7/2025,15/1/2026,Pesos,BVCN
30714814229,PETROLERA ACONCAGUA ENERGIA S.A.,58820,PECLO,ON PETRO. ACONCAGUA 20 V25/08/32 $ CG,OBLIGACION NEGOCIABLE SIMPLE,25/8/2025,25/8/2032,Pesos,PECL
33500005179,BANCO SUPERVIELLE S.A.,58438,BPCLO,ON BCO SUPERVIELLE CL.L V07/02/26 $ CG,OBLIGACION NEGOCIABLE SIMPLE,7/2/2025,7/2/2026,Pesos,BPCL
30576614299,BANCO CMF S.A.,58440,BCCJO,ON BCO CMF C.18 V06/02/26 $ CG,OBLIGACION NEGOCIABLE SIMPLE,6/2/2025,6/2/2026,Pesos,BCCJ
30716684594,ASOCIACION CIVIL SUMATORIA PARA UNA NUEVA ECONOMIA,58377,ENC6P,ON PYME ASO.CIV.SUM CL.6 V23/12/26 $ CG,OBLIGACION NEGOCIABLE PYME,23/12/2024,23/12/2026,Pesos,ENC
30714228346,FERRETERA CENTRAL JT S.R.L.,58167,JTS1P,ON PYME FERRET CENT S.1 V.25/04/26 $ CG,OBLIGACION NEGOCIABLE PYME,25/10/2024,25/4/2026,Pesos,JTS
30592486268,ZAFRA S.A.,58789,ZF3BP,ON PYME ZAFRA S.3 CL.B V.18/07/27 U$S CG,OBLIGACION NEGOCIABLE PYME,18/7/2025,18/7/2027,Pesos,ZF
30542790780,AGROTECNOLOGIA SALA S.A.,57979,AT2AP,ON P AGROTECN SALA S2CA V23/08/26 $ CG,OBLIGACION NEGOCIABLE PYME,23/8/2024,23/8/2026,Pesos,AT
30707912673,DEMAGRO S.R.L,57609,DM1BP,ON P CNV G DEMAGRO S1CB V28/02/26 U$S CG,OBLIGACION NEGOCIABLE PYME,29/2/2024,28/2/2026,Pesos,DM
30710685696,TRACE GROUP S.A.,57595,GU12P,ON P CNV GAR T.GROUP C1S2 V28/02/26 $ CG,OBLIGACIÓN NEGOCIABLE PYME,28/2/2024,28/2/2026,Pesos,GU
30714814229,PETROLERA ACONCAGUA ENERGIA S.A.,58823,PECMO,ON PETRO. ACONCAGUA 21 V25/08/32 U$S CG,OBLIGACION NEGOCIABLE SIMPLE,25/8/2025,25/8/2032,Pesos,PECM
30655942382,PLAZA LOGISTICA S.R.L.,57807,PZCEO,ON PLAZA LOGISTICA 13 V07/06/27 UVA CG,OBLIGACION NEGOCIABLE SIMPLE,7/6/2024,7/6/2027,Pesos,PZCE
30709000426,TOYOTA COMPANIA FINANCIERA DE ARGENTINA,58284,TYCZO,ON TOYOTA CIA.FIN. 33 V.06/06/26 $ C.G.,OBLIGACION NEGOCIABLE SIMPLE,6/12/2024,6/6/2026,Pesos,TYCZ
30707012672,NAVARRO S.A.,58181,NV11P,ON NAVARRO S.1 CL.1 V.29/10/26 U$S CG,OBLIGACION NEGOCIABLE PYME,29/10/2024,29/10/2026,Pesos,NV
30708587415,HECTOR A. BERTONE SA,57993,EH23P,ON PYME H BERTONE S.2 CL.3 V23/02/26 U$S CG,OBLIGACION NEGOCIABLE PYME,23/8/2024,23/2/2026,Pesos,EH
33688256149,INTERCONNECT S.A.,58744,INS1L,ON PYME INTERCONNECT S.1 $ CG,OBLIGACION NEGOCIABLE PYME,26/6/2025,26/6/2027,Pesos,INS
30542790780,AGROTECNOLOGIA SALA S.A.,57980,AT2BP,ON P AGROTECN SALA S2CB V23/08/26 U$S CG,OBLIGACION NEGOCIABLE PYME,23/8/2024,23/8/2026,Pesos,AT
30519527703,TERMOELECTRICA SA,58094,EL31P,ON PYME CNV TERMOEL GAR. S.3 CL.1 U$S CG,OBLIGACION NEGOCIABLE PYME,2/10/2024,2/10/2027,Pesos,EL
30715157299,GALERENT S.A.,58376,GLS1P,ON PYME GALERENT S.1 $ CG,OBLIGACION NEGOCIABLE PYME,23/12/2024,23/6/2026,Pesos,GLS
30715980246,WIN S.A.S.,56760,WI1BP,ON PYME CNV WIN S1 CL.B V.28/12/27 $ CG,OBLIGACION NEGOCIABLE PYME,28/12/2022,28/12/2027,Pesos,WI
30707651675,CAIMAN SRL,58186,CA2AP,ON PYME CNV CAIMAN S.2 C.A $ V.30/10/26,OBLIGACION NEGOCIABLE PYME,30/10/2024,30/10/2026,Pesos,CA
30574564367,KLONAL SRL,57959,KLS1P,ON PYME KLONAL S.1 V14/08/26 $ CG,OBLIGACION NEGOCIABLE PYME,14/8/2024,14/8/2026,Pesos,KLS
30561785402,AUTOTRANSPORTES ANDESMAR S.A.,57695,ME11P,ON PYME AUTOTR. ANDESMAR S.1 CL.1 $ V18/04/26,OBLIGACION NEGOCIABLE PYME,18/4/2024,18/4/2026,Pesos,ME
30641234601,BISORDI KREMAR SRL,58048,KR1BP,ON BISORDI KR SER.1 CL.B VTO.5/9/29 $ CG,OBLIGACION NEGOCIABLE PYME,5/9/2024,5/9/2029,Pesos,KR
30709346268,CROWN POINT ENERGIA S.A.,58781,CWC7O,ON CROWN POINT CL.7 V11/07/27 U$S CG,OBLIGACION NEGOCIABLE SIMPLE,11/7/2025,11/7/2027,Pesos,CWC
30655942382,PLAZA LOGISTICA S.R.L.,58687,ZPC1O,ON PLAZA LOGISTICA CL.1 V02/12/26 $ CG,OBLIGACION NEGOCIABLE SIMPLE,2/6/2025,2/12/2026,Pesos,ZPC
30509300700,CRESUD S.A.C.I.F. Y A.,57899,CS46O,ON CRESUD S30 CL46 V18/07/27 U$S CG,OBLIGACION NEGOCIABLE SIMPLE,18/7/2024,18/7/2027,Pesos,CS
30709000426,TOYOTA COMPANIA FINANCIERA DE ARGENTINA,58663,TY36O,ON TOYOTA CIA.FIN. 36 V.26/05/27 UVA C.G.,OBLIGACION NEGOCIABLE SIMPLE,26/5/2025,26/5/2027,Pesos,TY
30714814229,PETROLERA ACONCAGUA ENERGIA S.A.,57600,PEC8O,ON PETRO.ACON.CL.8 V.28/02/27 U$S CG,OBLIGACION NEGOCIABLE SIMPLE,29/2/2024,28/2/2027,Pesos,PEC
30709000426,TOYOTA COMPANIA FINANCIERA DE ARGENTINA,58661,TY34O,ON TOYOTA CIA.FIN. 34 V.26/02/27 $ C.G.,OBLIGACION NEGOCIABLE SIMPLE,26/5/2025,26/2/2027,Pesos,TY
30714155128,MSU GREEN ENERGY S.A.U.,57455,EAC1O,ON E.RENOV. LAS LOMAS CL.1 V12/10/26 US$ CG,OBLIGACION NEGOCIABLE SIMPLE,12/10/2023,12/10/2026,Pesos,EAC
30714814229,PETROLERA ACONCAGUA ENERGIA S.A.,58030,PECFO,ON PETRO.ACON.CL.14 V.04/09/25 $ CG,OBLIGACION NEGOCIABLE SIMPLE,4/9/2024,4/9/2025,Pesos,PECF
30682434720,GENERACION MEDITERRANEA S.A.,56148,GMCJO,ON GEN. MEDITERRANEA CL.18 UVA C.G,OBLIGACION NEGOCIABLE SIMPLE,23/5/2022,28/11/2028,Pesos,GMCJ
30709000426,TOYOTA COMPANIA FINANCIERA DE ARGENTINA,58662,TY35O,ON TOYOTA CIA.FIN. 35 V.26/05/26 $ C.G.,OBLIGACION NEGOCIABLE SIMPLE,26/5/2025,26/5/2026,Pesos,TY
30682434720,GENERACION MEDITERRANEA S.A.,55488,GMCGO,ON GENER.MED CL.15 UVA V.28/01/28 C.G,OBLIGACION NEGOCIABLE SIMPLE,16/7/2021,28/1/2028,Pesos,GMCG
30714814229,PETROLERA ACONCAGUA ENERGIA S.A.,57364,PEC6O,ON PETRO.ACON.CL.6 U$S V.14/09/26 CG,OBLIGACION NEGOCIABLE SIMPLE,14/9/2023,14/9/2026,Pesos,PEC
30501062150,CELULOSA ARGENTINA S.A.,57761,CRCKO,ON CELULOSA ARG CL 19 V16/05/25 $ CG,OBLIGACION NEGOCIABLE SIMPLE,16/5/2024,16/5/2025,Pesos,CRCK
30714814229,PETROLERA ACONCAGUA ENERGIA S.A.,58819,PECKO,ON PETRO. ACONCAGUA 19 V25/08/30 U$S CG,OBLIGACION NEGOCIABLE SIMPLE,25/8/2025,25/8/2030,Pesos,PECK
30709159182,YACOPINI SUD SA,58760,SYS1P,ON PYME YACOPINI SUD S.1 $ CG,OBLIGACION NEGOCIABLE PYME,30/6/2025,30/6/2026,Pesos,SYS
33708128649,ESTACION DE SERVICIOS 25 DE MAYO SRL,57977,VM1AP,ON EST SERV 25 DE MAYO S1 CA V21/08/26 $ CG,OBLIGACION NEGOCIABLE PYME,21/8/2024,21/8/2026,Pesos,VM
30547794482,AGRONORTE S.R.L.,57740,OR2AP,ON PYME AGRONORTE S.2 CL.A $ V07/05/26 CG,OBLIGACION NEGOCIABLE PYME,7/5/2024,7/5/2026,Pesos,OR
33708128649,ESTACION DE SERVICIOS 25 DE MAYO SRL,57978,VM1BP,ON EST SERV 25 DE MAYO S1 CB V21/08/27 $ CG,OBLIGACION NEGOCIABLE PYME,21/8/2024,21/8/2027,Pesos,VM
30503339788,ESKABE S.A.,58018,EK21P,ON PYME ESKABE C.2 S.1 VTO.30/8/2026 $ CG,OBLIGACION NEGOCIABLE PYME,30/8/2024,30/8/2026,Pesos,EK
30711913439,PRESIDENT PETROLEUM S.A.,56748,RMS3P,ON PRESIDENT PETRO. S3 V.27/12/25 U$S CG,OBLIGACION NEGOCIABLE PYME,27/12/2022,29/12/2025,Pesos,RMS
30547794482,AGRONORTE S.R.L.,57744,OR2BP,ON PYME AGRONORTE S.2 C.B U$S V07/05/26 CG,OBLIGACION NEGOCIABLE PYME,7/5/2024,7/5/2026,Pesos,OR
33708830599,TRESNAL AGROPECUARIA S.A.,58780,EP4BP,ON PYME TRESNAL S.4 CL.B V14/07/27 U$S CG,OBLIGACION NEGOCIABLE PYME,14/7/2025,14/7/2027,Pesos,EP
30707174702,C&C MEDICAL S S.A.,57970,YSS1P,ON PYME C&C MEDICAL S.1 V19/08/26 $ CG,OBLIGACION NEGOCIABLE PYME,19/8/2024,19/8/2026,Pesos,YSS
33711944899,GENER.MEDITE./CENTRAL TERMICA ROCA S.A.,58223,MR41O,ON GMCTR CL.41 V.01/11/31 U$S CG,OBLIGACION NEGOCIABLE SIMPLE,8/11/2024,1/11/2031,Pesos,MR
30714347159,TUX SA,55759,UXS1P,ON PYME TUX CNV GA. S.1 V.11/11/23 $ C.G,OBLIGACION NEGOCIABLE SIMPLE,11/11/2021,29/12/2025,Pesos,UXS
30550246771,ANTA DEL DORADO S.A.,57077,NDS2P,ON P ANTA DEL DORADO S2 V30/05/26 U$S CG,OBLIGACION NEGOCIABLE SIMPLE,30/5/2023,30/5/2026,Pesos,NDS
33707124909,ROMBO COMPANIA FINANCIERA S.A.,59083,RB66O,ON ROMBO COMPAÃ‘IA FINANCIERA S.66 17/12/27 U,VOABLIGACION NEGOCIABLE SIMPLE,17/12/2025,17/12/2027,Pesos,RB
30710911580,CREDICUOTAS CONSUMO S.A.,58699,DHSEO,ON CREDICUOT CONS S.13 V06/06/26 $ CG,OBLIGACION NEGOCIABLE SIMPLE,6/6/2025,6/6/2026,Pesos,DHSE
30710080085,CERAMICA RUTA 16 S.R.L.,55058,RU1BP,ON PYME CERAMICA R16 S1 CLB $ V27/11/24,OBLIGACION NEGOCIABLE SIMPLE,27/11/2020,27/11/2024,Pesos,RU
33711944899,GENER.MEDITE./CENTRAL TERMICA ROCA S.A.,57967,MR36O,ON GMCTR CL.36 V.28/8/27 U$S CG,OBLIGACION NEGOCIABLE SIMPLE,28/8/2024,28/8/2027,Pesos,MR
33711944899,GENER.MEDITE./CENTRAL TERMICA ROCA S.A.,57968,MR37O,ON GMCTR CL.37 V28/8/28 U$S CG,OBLIGACION NEGOCIABLE SIMPLE,28/8/2024,28/8/2028,Pesos,MR
30500235566,ANGEL ESTRADA Y CIA. S.A.,58909,NLCIO,ON ANGEL ESTRADA CL.17 03/04/26 $,OBLIGACION NEGOCIABLE SIMPLE,3/10/2025,3/4/2026,Pesos,NLCI
30500003193,BANCO BBVA ARGENTINA S.A.,58691,BF36O,ON BCO BBVA ARG CL.36 V.10/06/26 $ CG,OBLIGACION NEGOCIABLE SIMPLE,10/6/2025,10/6/2026,Pesos,BF
30578036071,MIRGOR S.A.,57920,MIC2O,ON MIRGOR CL.2 VTO.30/01/26 U$S CG,OBLIGACION NEGOCIABLE SIMPLE,30/7/2024,30/1/2026,Pesos,MIC
30707024859,JOHN DEERE CREDIT COMPANIA FINANCIERA S.A.,57639,HJCAO,ON JOHN DEERE CRED CL 10 V08/03/26 U$S CG,OBLIGACION NEGOCIABLE SIMPLE,8/3/2024,8/3/2026,Pesos,HJCA
33711944899,GENER.MEDITE./CENTRAL TERMICA ROCA S.A.,57969,MR38O,ON GMCTR CL.38 V30/8/27 UVA CG,OBLIGACION NEGOCIABLE SIMPLE,30/8/2024,30/8/2027,Pesos,MR
30500008454,BANCO SANTANDER ARGENTINA S.A,58399,BNCTO,ON BCO SANTANDER CL.27 V.22/01/26 $ CG,OBLIGACION NEGOCIABLE SIMPLE,22/1/2025,22/1/2026,Pesos,BNCT
33707124909,ROMBO COMPANIA FINANCIERA S.A.,59081,RB64O,ON ROMBO COMPAÃ‘IA FINANCIERA S.64 17/12/26 $,OBLIGACION NEGOCIABLE SIMPLE,17/12/2025,17/12/2026,Pesos,RB
33711944899,GENER.MEDITE./CENTRAL TERMICA ROCA S.A.,57786,MRCZO,ON GENE.MED/CEN. TERM.RO CL.33 $ C.G,OBLIGACION NEGOCIABLE SIMPLE,30/5/2024,14/8/2025,Pesos,MRCZ
33707124909,ROMBO COMPANIA FINANCIERA S.A.,58064,RB58O,ON ROMBO S.58 $ VTO.13/09/26 C.G.,OBLIGACION NEGOCIABLE SIMPLE,13/9/2024,13/9/2026,Pesos,RB
30710911580,CREDICUOTAS CONSUMO S.A.,58557,DHD1O,ON CREDICUO CONS 12 CL.1 V29/04/26 $ CG,OBLIGACION NEGOCIABLE SIMPLE,29/4/2025,29/4/2026,Pesos,DHD
30699542454,EMPRESA DISTRIB DE ELECTRICIDAD DE MENDOZA S.A.,57737,OZC1O,ON EDEMSA CL.1 UVA VT.06/05/26 C.G,OBLIGACION NEGOCIABLE SIMPLE,6/5/2024,6/5/2026,Pesos,OZC
30558543317,GRUPO COHEN S.A.,58120,GHC8O,ON GRUPO COHEN CL.8 V.09/01/26 U$S CG,OBLIGACION NEGOCIABLE SIMPLE,9/10/2024,9/1/2026,Pesos,GHC
33707124909,ROMBO COMPANIA FINANCIERA S.A.,59082,RB65O,ON ROMBO COMPAÃ‘IA FINANCIERA S.65 17/12/26 $,OBLIGACION NEGOCIABLE SIMPLE,17/12/2025,17/12/2026,Pesos,RB
30714128309,YPF ENERGIA ELECTRICA S.A.,57591,YFCFO,ON YPF ENER.ELEC. C.14 V.27/02/27 U$S CG,OBLIGACION NEGOCIABLE SIMPLE,27/2/2024,27/2/2027,Pesos,YFCF
33707124909,ROMBO COMPANIA FINANCIERA S.A.,58424,RB59O,ON ROMBO S.59 VTO.31/07/26 $ C.G.,OBLIGACION NEGOCIABLE SIMPLE,31/1/2025,31/7/2026,Pesos,RB
33707124909,ROMBO COMPANIA FINANCIERA S.A.,58425,RB60O,ON ROMBO S.60 VTO.31/07/27 UVAS C.G.,OBLIGACION NEGOCIABLE SIMPLE,31/1/2025,31/1/2027,Pesos,RB
