volumen_nominal,ticker,imbalance,precio_settlement_anterior,precio_venta,openInterest,precio_promedio,description,cantidad_operaciones,apertura,tickDirection,securityDesc,securitySubType,fecha_vencimiento,precio_cierre_anterior,tipo_liquidacion,cantidad_venta,maximo,moneda,precio_compra,minimo,mercado,monto_operado,volume,ultimo_precio,dias_al_vencimiento,tipo_instrumento,closingPrice,settlementPrice,cantidad_compra,hora_ultimo_trade,years_to_maturity,spread_abs,spread_pct,liquidity_score,issuer,cuit,sector,is_mapped
17000.0,MCC3C,-0.013600000000000001,98.5,99.9,0.0,97.1658824,,2,97.17,2,,,2030-05-11,98.5,2,13262.0,97.17,EXT,97.16,97.16,BYMA,16518.2,17000.0,97.16,1411,CORP,0.0,97.16,10201.0,11:07:00,3.8631,2.74,2.8201,84.55,[MCC],,Sin mapear,False
15446.0,YMCJD,0.008,105.8,106.65,0.0,106.3009161,,72,106.7,0,,,2033-09-30,105.8,2,2999.0,106.7,USD,106.5,106.2,BYMA,16419.23,15446.0,106.65,2649,CORP,0.0,106.65,606.0,11:32:14,7.2526,0.15,0.1408,95.0,YPF S.A.,30546689979,Energía - Petróleo y Gas,True
10.0,YFCIO,0.0085,160400.0,160290.0,0.0,161771.0,,2,161780.0,2,,,2027-06-13,160400.0,2,1871.0,161780.0,ARS,152610.0,161770.0,BYMA,16177.1,10.0,161770.0,348,CORP,0.0,161770.0,3000.0,11:18:49,0.9528,7680.0,5.0324,82.07,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,True
177.0,CRCJO,-0.0016,9050.0,9050.0,0.0,9037.2881356,,3,9050.0,2,,,2028-05-16,9050.0,2,226.0,9050.0,ARS,8000.0,9035.0,BYMA,15996.0,177.0,9035.0,686,CORP,0.0,9035.0,103.0,11:06:14,1.8782,1050.0,13.125,80.68,[CRC],,Sin mapear,False
14213.0,HJCHD,0.0038,104.6,105.5,0.0,104.8895553,,4,104.6,-1,,,2028-01-17,104.6,2,1200.0,105.0,USD,105.1,104.6,BYMA,14907.95,14213.0,105.0,566,CORP,0.0,105.0,16000.0,11:18:34,1.5496,0.4,0.3806,92.54,John Deere Credit Cía. Financiera S.A.,30707024859,Financiero - Crédito Industrial,True
14140.0,DNC3D,0.0,102.5,102.7,0.0,102.5243458,,33,102.55,-1,,,2026-11-22,102.5,2,1000.0,102.55,USD,102.5,102.3,BYMA,14496.99,14140.0,102.5,145,CORP,0.0,102.5,25201.0,11:31:07,0.397,0.2,0.1951,94.4,EDENOR S.A.,30655116202,,True
13000.0,ARC1D,-0.0055000000000000005,108.1,108.0,0.0,107.3576923,,5,107.4,0,,,2031-08-01,108.1,2,11000.0,107.5,USD,107.5,107.3,BYMA,13956.5,13000.0,107.5,1858,CORP,0.0,107.5,4000.0,11:29:30,5.0869,0.5,0.4651,92.2,Aeropuertos Argentina 2000 S.A.,30696170580,Infraestructura - Aeropuertos,True
11303.0,TLCPD,-0.0044,111.7,111.75,0.0,111.2113775,,8,112.95,-1,,,2033-05-28,111.7,1,2000.0,112.95,USD,111.15,110.1,BYMA,12570.22,11303.0,111.2,2524,CORP,0.0,111.2,2000.0,11:24:18,6.9103,0.6,0.5398,91.98,Telecom Argentina S.A.,30639453738,Telecomunicaciones,True
10987.0,GYC5D,-0.0004,100.75,101.5,0.0,100.7,,2,100.7,-1,,,2027-09-05,100.75,2,300.0,100.7,USD,100.6,100.7,BYMA,11063.91,10987.0,100.7,432,CORP,0.0,100.7,34997.0,11:23:08,1.1828,0.9,0.8946,88.7,[GYC],,Sin mapear,False
10000.0,MGCMD,-0.004,110.95,110.8,0.0,110.5,,1,110.5,2,,,2031-09-10,110.95,2,20000.0,110.5,USD,110.55,110.5,BYMA,11050.0,10000.0,110.5,1898,CORP,0.0,110.5,20000.0,11:05:28,5.1964,0.25,0.2261,92.23,Pampa Energía S.A.,30526552659,Energía - Electricidad,True
11076.0,EAC4C,0.001,99.5,99.6,0.0,99.637667,,7,99.8,-1,,,2036-06-16,99.5,2,8010.0,99.8,EXT,99.45,99.6,BYMA,11035.88,11076.0,99.6,3639,CORP,0.0,99.6,590.0,11:15:19,9.963,0.15,0.1508,94.0,MSU GREEN ENERGY S.A.U.,30714155128,,True
10000.0,VSCTD,0.0046,107.5,107.3,0.0,108.0,,1,108.0,0,,,2035-12-10,107.5,1,40000.0,108.0,USD,106.7,108.0,BYMA,10800.0,10000.0,108.0,3450,CORP,0.0,108.0,10000.0,10:45:49,9.4456,0.6,0.5623,90.27,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,True
21016.0,IRCFD,0.0076,50.8,51.19,0.0,51.0395508,,35,51.2,0,,,2028-06-22,50.8,2,879.0,51.2,USD,50.76,50.55,BYMA,10726.47,21016.0,51.19,723,CORP,0.0,51.19,251.0,11:24:59,1.9795,0.43,0.8471,90.45,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,True
10318.0,YM37D,0.0004,103.7,104.0,0.0,103.5610874,,39,103.6,-1,,,2027-05-07,103.7,2,11957.0,104.0,USD,103.6,103.05,BYMA,10685.53,10318.0,103.75,311,CORP,0.0,103.75,200000.0,11:23:30,0.8515,0.4,0.3861,93.33,YPF S.A.,30546689979,Energía - Petróleo y Gas,True
10000.0,VSCVC,-0.0055000000000000005,107.2,107.35,0.0,106.6,,1,106.6,2,,,2033-06-10,107.2,2,14000.0,106.6,EXT,106.75,106.6,BYMA,10660.0,10000.0,106.6,2537,CORP,0.0,106.6,42000.0,11:06:36,6.9459,0.6,0.5621,90.21,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,True
10000.0,MGCRD,-0.0009,106.7,106.95,0.0,106.6,,1,106.6,2,,,2037-11-14,106.7,1,10000.0,106.6,USD,106.1,106.6,BYMA,10660.0,10000.0,106.6,4155,CORP,0.0,106.6,20000.0,11:23:04,11.3758,0.85,0.8011,88.58,Pampa Energía S.A.,30526552659,Energía - Electricidad,True
10039.0,PN34D,-0.0019,103.3,103.25,0.0,102.9804363,,12,103.0,-1,,,2027-09-27,103.3,2,682.0,103.1,USD,102.55,102.95,BYMA,10338.2,10039.0,103.1,454,CORP,0.0,103.1,3942.0,11:19:52,1.243,0.7,0.6826,91.07,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,True
10000.0,PQCRD,0.0059,100.0,100.5,0.0,100.6,,1,100.6,0,,,2028-10-22,100.0,2,5584.0,100.6,USD,99.5,100.6,BYMA,10060.0,10000.0,100.6,845,CORP,0.0,100.6,25000.0,11:14:07,2.3135,1.0,1.005,87.37,Petroquímica Comodoro Rivadavia S.A.,30563598111,Industria - Petroquímica,True
9382.0,RUCDD,0.0009,105.4,105.75,0.0,105.6148263,,34,105.75,-1,,,2030-12-05,105.4,2,1169.0,105.75,USD,105.5,105.5,BYMA,9908.82,9382.0,105.5,1619,CORP,0.0,105.5,12.0,11:30:26,4.4326,0.25,0.237,93.93,CERAMICA RUTA 16 S.R.L.,30710080085,,True
6.0,PN34O,-0.0067,153530.0,157030.0,0.0,155433.3333333,,6,156020.0,2,,,2027-09-27,153530.0,1,4464.0,156020.0,ARS,155000.0,152500.0,BYMA,9326.0,6.0,152500.0,454,CORP,0.0,152500.0,1.0,10:39:47,1.243,2030.0,1.3097,87.88,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,True
8000.0,TLCMD,0.004699999999999999,115.95,116.5,0.0,116.01875,,2,115.95,0,,,2031-07-18,115.95,1,10000.0,116.5,USD,116.0,115.95,BYMA,9281.5,8000.0,116.5,1844,CORP,0.0,116.5,26000.0,11:17:07,5.0486,0.5,0.431,91.36,Telecom Argentina S.A.,30639453738,Telecomunicaciones,True
8513.0,PN35D,-0.0168,106.8,107.7,0.0,105.144432,,4,105.35,0,,,2029-09-27,106.8,1,2000.0,105.35,USD,105.6,105.0,BYMA,8950.95,8513.0,105.35,1185,CORP,0.0,105.0,4708.0,10:48:25,3.2444,2.1,1.9886,86.08,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,True
8795.0,NPCDD,-0.0049,101.0,100.95,0.0,100.7068505,,7,101.0,-1,,,2030-04-30,101.0,2,1000.0,101.0,USD,100.5,100.5,BYMA,8857.18,8795.0,100.5,1400,CORP,0.0,100.5,38000.0,11:07:36,3.833,0.45,0.4478,92.17,[NPC],,Sin mapear,False
5.0,MGCQO,0.0006,165900.0,166000.0,0.0,166000.0,,1,166000.0,0,,,2028-08-06,165900.0,1,974.0,166000.0,ARS,163650.0,166000.0,BYMA,8300.0,5.0,166000.0,768,CORP,0.0,166000.0,1.0,11:00:05,2.1027,2350.0,1.436,86.12,Pampa Energía S.A.,30526552659,Energía - Electricidad,True
5.0,PLC6O,-0.038599999999999995,164240.0,157900.0,0.0,157900.0,,5,157900.0,-1,,,2029-02-27,164240.0,1,5995.0,157900.0,ARS,156710.0,157900.0,BYMA,7895.0,5.0,157900.0,973,CORP,0.0,157900.0,1000.0,11:31:41,2.6639,1190.0,0.7594,89.84,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,True
15360.0,RVS1O,-0.0455,52.7,52.6,0.0,50.3,,1,50.3,2,,,2027-02-27,52.7,2,7909.0,50.3,ARS,50.5,50.3,BYMA,7726.08,15360.0,50.3,242,CORP,0.0,50.3,1084660.0,11:13:53,0.6626,2.1,4.1584,81.81,[RVS],,Sin mapear,False
7000.0,BACHD,-0.0059,109.65,109.55,0.0,109.4214286,,4,109.55,2,,,2031-01-28,109.65,2,15000.0,109.65,USD,108.7,109.0,BYMA,7659.5,7000.0,109.0,1673,CORP,0.0,109.0,30000.0,11:09:15,4.5804,0.85,0.782,89.48,[BAC],,Sin mapear,False
6700.0,CS47D,0.0,104.3,104.8,0.0,104.2910448,,23,104.2,-1,,,2028-11-15,104.3,2,525.0,104.3,USD,103.9,104.2,BYMA,6987.5,6700.0,104.3,869,CORP,0.0,104.3,1488.0,11:30:54,2.3792,0.9,0.8662,89.89,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,True
6000.0,PN43D,0.0009,110.25,110.6,0.0,110.375,,4,110.3,-1,,,2037-01-15,110.25,2,19000.0,110.6,USD,110.4,110.3,BYMA,6622.5,6000.0,110.35,3852,CORP,0.0,110.35,6000.0,11:23:10,10.5462,0.2,0.1812,93.1,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,True
6225.0,YMCYD,0.0067,104.15,104.35,0.0,104.184755,,11,104.9,2,,,2028-10-10,104.15,2,43039.0,104.9,USD,103.85,103.7,BYMA,6485.5,6225.0,104.85,833,CORP,0.0,104.85,5814.0,10:57:17,2.2806,0.5,0.4815,92.05,YPF S.A.,30546689979,Energía - Petróleo y Gas,True
6000.0,TSC4D,0.0040999999999999995,107.3,107.85,0.0,107.8416667,,4,108.3,0,,,2035-11-20,107.3,2,10000.0,108.3,USD,107.0,107.5,BYMA,6470.5,6000.0,107.75,3430,CORP,0.0,107.75,35000.0,11:21:33,9.3908,0.85,0.7944,89.32,[TSC],,Sin mapear,False
6069.0,RCCRD,0.0048,103.5,104.0,0.0,103.5037321,,23,103.0,0,,,2027-05-09,103.5,2,39904.0,104.0,USD,103.8,103.0,BYMA,6281.61,6069.0,104.0,313,CORP,0.0,104.0,35.0,11:24:42,0.8569,0.2,0.1927,93.78,Arcor S.A.I.C.,30502793175,Consumo - Alimentos,True
8500.0,SBC1D,-0.0105,73.83,73.95,0.0,73.0537353,,4,73.06,-1,,,2027-09-05,73.83,2,1000.0,73.06,USD,73.05,73.05,BYMA,6209.58,8500.0,73.05,432,CORP,0.0,73.05,2500.0,11:23:37,1.1828,0.9,1.232,87.47,SAN BAUTISTA DEL SUR SA,30715659340,,True
6000.0,BACGC,0.0068000000000000005,102.5,103.2,0.0,103.2,,2,103.2,-1,,,2029-06-23,102.5,2,59000.0,103.2,EXT,103.0,103.2,BYMA,6192.0,6000.0,103.2,1089,CORP,0.0,103.2,22000.0,11:31:43,2.9815,0.2,0.1942,92.25,[BAC],,Sin mapear,False
5338.0,TLCTC,-0.0022,108.95,108.7,0.0,108.6069689,,20,108.5,-1,,,2036-01-20,108.95,2,28045.0,108.7,EXT,108.4,108.5,BYMA,5797.46,5338.0,108.7,3491,CORP,0.0,108.7,19462.0,11:27:33,9.5578,0.3,0.2768,93.2,Telecom Argentina S.A.,30639453738,Telecomunicaciones,True
5074.0,DNC5D,-0.0004,109.0,109.05,0.0,108.911214,,8,108.75,-1,,,2028-08-05,109.0,2,130.0,109.45,USD,108.95,108.75,BYMA,5526.15,5074.0,108.95,767,CORP,0.0,108.95,1500.0,11:23:43,2.0999,0.1,0.0918,93.92,EDENOR S.A.,30655116202,,True
6189.0,YMCIC,0.0021,89.33,89.38,0.0,89.2437357,,24,89.33,2,,,2029-07-02,89.33,2,100000.0,90.05,EXT,89.05,88.31,BYMA,5523.29,6189.0,89.52,1098,CORP,0.0,89.52,100.0,11:15:18,3.0062,0.33,0.3706,92.78,YPF S.A.,30546689979,Energía - Petróleo y Gas,True
5453.0,TTCED,-0.0019,100.9,101.15,0.0,101.1267743,,4,101.5,0,,,2029-05-21,100.9,2,6429.0,101.5,USD,100.65,100.05,BYMA,5514.44,5453.0,100.7,1056,CORP,0.0,100.7,1.0,11:06:53,2.8912,0.5,0.4968,91.02,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,True
5000.0,PLC5D,-0.0018,107.5,107.65,0.0,107.3,,5,107.3,-1,,,2031-05-18,107.5,2,1000.0,107.3,USD,107.4,107.3,BYMA,5365.0,5000.0,107.3,1783,CORP,0.0,107.3,7000.0,11:08:34,4.8816,0.25,0.2328,92.7,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,True
5000.0,TTCDD,-0.0032,107.5,107.75,0.0,107.19,,5,107.2,2,,,2030-11-03,107.5,2,8000.0,107.2,USD,107.2,107.15,BYMA,5359.5,5000.0,107.15,1587,CORP,0.0,107.15,2000.0,11:20:19,4.345,0.55,0.5131,91.09,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,True
5100.0,RUCED,-0.0009,101.3,101.3,0.0,101.1803922,,7,101.3,-1,,,2027-10-30,101.3,2,22700.0,101.3,USD,101.2,100.7,BYMA,5160.2,5100.0,101.2,487,CORP,0.0,101.2,1600.0,11:27:27,1.3333,0.1,0.0988,93.58,CERAMICA RUTA 16 S.R.L.,30710080085,,True
5000.0,GN49C,0.0,102.85,102.85,0.0,102.85,,5,102.85,-1,,,2033-12-02,102.85,2,30000.0,102.85,EXT,102.35,102.85,BYMA,5142.5,5000.0,102.85,2712,CORP,0.0,102.85,30000.0,11:29:18,7.4251,0.5,0.4885,91.2,Genneia S.A.,30665234114,Energía - Renovable,True
4711.0,PLC3D,0.0,106.7,107.25,0.0,106.7349183,,3,106.7,0,,,2028-04-30,106.7,2,1.0,106.8,USD,106.7,106.7,BYMA,5028.29,4711.0,106.8,670,CORP,0.0,106.7,1934.0,11:29:26,1.8344,0.55,0.5155,90.6,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,True
4748.0,PQCSD,0.0004,105.85,105.9,0.0,105.4168808,,12,106.2,0,,,2031-02-17,105.85,2,10019.0,106.2,USD,105.5,105.0,BYMA,5005.2,4748.0,105.9,1693,CORP,0.0,105.9,189.0,11:32:36,4.6352,0.4,0.3791,92.32,Petroquímica Comodoro Rivadavia S.A.,30563598111,Industria - Petroquímica,True
3.0,T641O,0.0131,156980.0,159040.0,0.0,159040.0,,1,159040.0,0,,,2027-04-30,156980.0,1,3735.0,159040.0,ARS,153810.0,159040.0,BYMA,4771.2,3.0,159040.0,304,CORP,0.0,159040.0,3347.0,11:22:50,0.8323,5230.0,3.4003,82.25,Tarjeta Naranja S.A.,30685376349,Financiero - Crédito Consumo,True
11384.0,MR47D,0.0245,40.458,43.95,0.0,40.6453663,,20,40.0,0,,,2036-06-30,40.458,2,443.0,41.45,USD,41.0,40.0,BYMA,4627.09,11384.0,41.45,3653,CORP,0.0,41.45,860.0,11:31:35,10.0014,2.95,7.1951,81.39,Generación Mediterránea / Central Térmica Roca S.A.,33711944899,Energía - Electricidad,True
4276.0,IRCOD,-0.0032,107.75,107.4,0.0,107.5442587,,15,107.95,-1,,,2029-10-23,107.75,2,1900.0,107.95,USD,107.35,107.4,BYMA,4598.62,4276.0,107.4,1211,CORP,0.0,107.4,3975.0,11:19:29,3.3155,0.05,0.0466,94.03,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,True
4000.0,YFCJD,-0.0028000000000000004,107.1,107.35,0.0,106.6875,,2,106.35,0,,,2032-10-16,107.1,2,5000.0,106.8,USD,106.85,106.35,BYMA,4267.5,4000.0,106.8,2300,CORP,0.0,106.8,43000.0,11:14:35,6.2971,0.5,0.4679,90.49,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,True
3962.0,PN35D,0.0014000000000000002,107.0,107.15,0.0,106.9756689,,8,107.6,0,,,2029-09-27,107.0,2,4940.0,107.6,USD,106.95,106.8,BYMA,4238.38,3962.0,107.15,1185,CORP,0.0,107.15,4776.0,11:29:41,3.2444,0.2,0.187,93.03,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,True
4000.0,PLC5C,-0.0019,104.2,104.4,0.0,104.0,,4,104.0,-1,,,2031-05-18,104.2,2,14000.0,104.0,EXT,104.15,104.0,BYMA,4160.0,4000.0,104.0,1783,CORP,0.0,104.0,3000.0,10:57:47,4.8816,0.25,0.24,92.14,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,True
4000.0,TLCUD,-0.0019,103.6,103.75,0.0,103.4,,1,103.4,2,,,2029-03-05,103.6,2,1000.0,103.4,USD,103.55,103.4,BYMA,4136.0,4000.0,103.4,979,CORP,0.0,103.4,182.0,11:24:29,2.6804,0.2,0.1931,91.36,Telecom Argentina S.A.,30639453738,Telecomunicaciones,True
3617.0,YM34C,0.0471,103.9,108.75,0.0,108.5352226,,21,108.5,2,,,2034-01-17,103.9,2,1194.0,109.0,EXT,108.55,108.5,BYMA,3925.74,3617.0,108.8,2758,CORP,0.0,108.8,1161.0,11:18:29,7.551,0.2,0.1842,93.39,YPF S.A.,30546689979,Energía - Petróleo y Gas,True
3782.0,DEC2D,0.0014000000000000002,102.5,102.7,0.0,102.65,,2,102.65,-1,,,2027-02-24,102.5,2,3000.0,102.65,USD,102.5,102.65,BYMA,3882.22,3782.0,102.65,239,CORP,0.0,102.65,4875.0,11:12:21,0.6543,0.2,0.1951,91.77,Empresa Distrib. de Electricidad Salta S.A.,30690633635,Energía - Electricidad,True
3677.0,CP40D,0.0,104.5,104.5,0.0,104.7680174,,5,104.8,0,,,2028-03-09,104.5,2,1844.0,104.8,USD,103.0,102.5,BYMA,3852.33,3677.0,104.5,618,CORP,0.0,104.5,10000.0,11:22:07,1.692,1.5,1.4563,86.56,CIA GENERAL DE COMBUSTIBLES S.A.,30506733932,,True
3487.0,YMCXC,0.0022,109.8,109.9,0.0,109.9898337,,5,109.55,-1,,,2031-09-11,109.8,2,31102.0,110.05,EXT,109.65,109.55,BYMA,3835.35,3487.0,110.05,1899,CORP,0.0,110.05,1150.0,11:06:24,5.1992,0.25,0.228,92.35,YPF S.A.,30546689979,Energía - Petróleo y Gas,True
6676.0,IRCFD,-0.0086,51.84,51.1,0.0,50.9250359,,9,50.4,0,,,2028-06-22,51.84,1,1355.0,51.39,USD,50.5,50.4,BYMA,3399.76,6676.0,51.39,723,CORP,0.0,51.39,500.0,11:05:54,1.9795,0.6,1.1881,87.56,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,True
2.0,PFC2O,0.0063,159980.0,160900.0,0.0,161000.0,,1,161000.0,0,,,2027-07-14,159980.0,2,300.0,161000.0,ARS,159220.0,161000.0,BYMA,3220.0,2.0,161000.0,379,CORP,0.0,161000.0,1000.0,10:36:06,1.0376,1680.0,1.0551,86.25,PATAGONIA FRUITS TRADE S.A,30690967541,,True
2.0,OTS3O,0.0184,157280.0,160180.0,0.0,160180.0,,1,160180.0,0,,,2028-11-01,157280.0,2,1168.0,160180.0,ARS,153820.0,160180.0,BYMA,3203.6,2.0,160180.0,855,CORP,0.0,160180.0,3000.0,11:26:04,2.3409,6360.0,4.1347,81.12,[OTS],,Sin mapear,False
2999.0,YM42D,-0.009399999999999999,106.0,105.25,0.0,106.0381627,,10,106.85,-1,,,2029-03-02,106.0,2,709.0,106.85,USD,105.0,105.0,BYMA,3180.09,2999.0,105.0,976,CORP,0.0,105.0,11801.0,11:31:07,2.6721,0.25,0.2381,92.58,YPF S.A.,30546689979,Energía - Petróleo y Gas,True
3000.0,GN49D,-0.0018,106.2,106.1,0.0,106.0,,2,106.0,-1,,,2033-12-02,106.2,2,31000.0,106.0,USD,105.6,106.0,BYMA,3180.0,3000.0,106.0,2712,CORP,0.0,106.0,2000.0,11:24:52,7.4251,0.5,0.4735,90.18,Genneia S.A.,30665234114,Energía - Renovable,True
3045.0,YM37D,0.0043,102.55,104.0,0.0,103.0248768,,3,103.1,2,,,2027-05-07,102.55,1,10741.0,103.1,USD,103.3,103.0,BYMA,3137.11,3045.0,103.0,311,CORP,0.0,103.0,18720.0,11:16:49,0.8515,0.7,0.6776,89.2,YPF S.A.,30546689979,Energía - Petróleo y Gas,True
3025.0,TLCWD,-0.0009,100.5,100.65,0.0,100.4,,2,100.4,-1,,,2030-05-29,100.5,2,250000.0,100.4,USD,100.4,100.4,BYMA,3037.1,3025.0,100.4,1429,CORP,0.0,100.4,8011.0,11:09:24,3.9124,0.25,0.249,91.25,Telecom Argentina S.A.,30639453738,Telecomunicaciones,True
2809.0,CS44D,-0.0004,103.5,103.7,0.0,103.448398,,19,103.7,2,,,2027-01-17,103.5,2,290.0,103.7,USD,103.55,103.4,BYMA,2905.87,2809.0,103.45,201,CORP,0.0,103.45,50000.0,10:56:49,0.5503,0.15,0.1449,93.22,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,True
2728.0,PQCTD,0.0,105.2,105.15,0.0,105.2,,1,105.2,-1,,,2028-07-21,105.2,2,999.0,105.2,USD,105.0,105.2,BYMA,2869.86,2728.0,105.2,752,CORP,0.0,105.2,38.0,10:30:01,2.0589,0.15,0.1429,91.37,Petroquímica Comodoro Rivadavia S.A.,30563598111,Industria - Petroquímica,True
2663.0,OZC3D,-0.0019,101.7,101.5,0.0,101.4849793,,3,101.1,-1,,,2027-11-29,101.7,2,30000.0,101.5,USD,101.1,101.1,BYMA,2702.55,2663.0,101.5,517,CORP,0.0,101.5,2623.0,11:20:59,1.4155,0.4,0.3956,90.82,EMPRESA DISTRIB DE ELECTRICIDAD DE MENDOZA S.A.,30699542454,,True
2378.0,YM34D,0.0004,111.95,112.1,0.0,112.0585576,,8,112.05,-1,,,2034-01-17,111.95,1,10179.0,112.15,USD,111.9,112.0,BYMA,2664.75,2378.0,112.0,2758,CORP,0.0,112.0,100.0,11:22:04,7.551,0.2,0.1787,92.75,YPF S.A.,30546689979,Energía - Petróleo y Gas,True
2592.0,YM35D,0.0009,102.9,102.9,0.0,102.2707369,,6,102.05,-1,,,2027-02-27,102.9,2,135.0,103.0,USD,102.35,102.05,BYMA,2650.86,2592.0,103.0,242,CORP,0.0,103.0,677.0,11:08:08,0.6626,0.55,0.5374,90.42,YPF S.A.,30546689979,Energía - Petróleo y Gas,True
2400.0,LOC5D,0.0,106.9,107.1,0.0,106.9104167,,3,106.9,2,,,2027-07-24,106.9,2,2000.0,107.4,USD,106.95,106.9,BYMA,2565.85,2400.0,106.9,389,CORP,0.0,106.9,75000.0,11:01:41,1.065,0.15,0.1403,92.15,[LOC],,Sin mapear,False
2104.0,YM39D,0.0101,113.65,114.55,0.0,114.8,,2,114.8,-1,,,2030-07-22,113.65,1,1396.0,114.8,USD,113.65,114.8,BYMA,2415.39,2104.0,114.8,1483,CORP,0.0,114.8,203.0,10:58:25,4.0602,0.9,0.7919,87.92,YPF S.A.,30546689979,Energía - Petróleo y Gas,True
2255.0,PN36D,-0.0023,107.0,108.0,0.0,106.75,,1,106.75,2,,,2031-11-13,107.0,1,4900.0,106.75,USD,106.9,106.75,BYMA,2407.21,2255.0,106.75,1962,CORP,0.0,106.75,7745.0,11:20:15,5.3717,1.1,1.029,86.06,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,True
2120.0,MGCND,0.0048,103.5,104.0,0.0,104.2816038,,7,104.1,-1,,,2028-10-04,103.5,2,5086.0,104.3,USD,103.5,104.0,BYMA,2210.77,2120.0,104.0,827,CORP,0.0,104.0,4015.0,10:55:20,2.2642,0.5,0.4831,90.81,Pampa Energía S.A.,30526552659,Energía - Electricidad,True
2009.0,VSCUD,0.0004,108.05,108.1,0.0,107.9812096,,6,108.15,-1,,,2030-03-07,108.05,2,1.0,108.15,USD,107.6,107.5,BYMA,2169.34,2009.0,108.1,1346,CORP,0.0,108.1,149.0,11:12:42,3.6851,0.5,0.4647,90.81,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,True
1984.0,VSCOD,-0.018000000000000002,111.0,109.9,0.0,109.0,,1,109.0,2,,,2027-03-06,111.0,1,1984.0,109.0,USD,105.15,109.0,BYMA,2162.56,1984.0,109.0,249,CORP,0.0,109.0,809.0,11:31:49,0.6817,4.75,4.5174,80.4,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,True
2000.0,PLC4D,0.0,108.0,108.0,0.0,108.0,,2,108.0,-1,,,2032-05-30,108.0,1,30000.0,108.0,USD,107.75,108.0,BYMA,2160.0,2000.0,108.0,2161,CORP,0.0,108.0,11000.0,11:12:43,5.9165,0.25,0.232,91.17,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,True
2049.0,OTS2D,0.0009,102.9,103.55,0.0,102.9780137,,6,103.0,-1,,,2027-04-24,102.9,2,1894.0,103.0,USD,102.95,102.95,BYMA,2110.02,2049.0,103.0,298,CORP,0.0,103.0,20000.0,11:25:26,0.8159,0.6,0.5828,90.02,[OTS],,Sin mapear,False
2000.0,VBC1D,0.0,103.95,104.2,0.0,103.95,,2,103.95,-1,,,2027-03-11,103.95,2,1000.0,103.95,USD,103.95,103.95,BYMA,2079.0,2000.0,103.95,254,CORP,0.0,103.95,50000.0,11:21:11,0.6954,0.25,0.2405,90.97,[VBC],,Sin mapear,False
1924.0,YFCID,0.0,104.5,104.5,0.0,104.5,,2,104.5,-1,,,2027-06-13,104.5,1,1000.0,104.5,USD,102.3,104.5,BYMA,2010.58,1924.0,104.5,348,CORP,0.0,104.5,3000.0,11:23:02,0.9528,2.2,2.1505,83.94,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,True
1941.0,MSSFD,0.0,103.0,103.0,0.0,103.0,,1,103.0,-1,,,2027-07-23,103.0,2,8144.0,103.0,USD,101.5,103.0,BYMA,1999.23,1941.0,103.0,388,CORP,0.0,103.0,750.0,10:53:21,1.0623,1.5,1.4778,84.75,MSU S.A.,30607597193,Energía,True
2179.0,LMS7D,0.0046,87.88,88.13,0.0,88.29,,1,88.29,0,,,2028-10-12,87.88,2,1021.0,88.29,USD,86.11,88.29,BYMA,1923.84,2179.0,88.29,835,CORP,0.0,88.29,5953.0,10:33:09,2.2861,2.02,2.3458,82.99,BLM DESARROLLOS SA,30718221516,,True
1843.0,ZZC1D,-0.0004,103.95,104.15,0.0,103.9001899,,2,104.25,2,,,2027-02-21,103.95,2,3263.0,104.25,USD,103.7,103.9,BYMA,1914.88,1843.0,103.9,236,CORP,0.0,103.9,500.0,11:22:08,0.6461,0.45,0.4339,89.95,[ZZC],,Sin mapear,False
