base,issuer,cuit,sector,byma_symbols,currencies,in_byma,has_issuer,has_rating,rating,has_price,price_usd,price_src,has_mae_cf,n_cashflows,mae_currency,has_ytm,ytm_pct,in_rv,is_outlier,rv_score,exclusion_reason
MSSF,MSU S.A.,30607597193,Energía,MSSFO,ARS,True,True,True,A+(arg),True,98.2095,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
MSSG,MSU S.A.,30607597193,Energía,MSSGC MSSGO,ARS EXT,True,True,True,A+(arg),True,96.9904,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
MTCG,Mastellone Hermanos S.A.,30547242331,Alimentos - Lácteos,MTCGO MTCGX,ARS,True,True,True,,True,101.8063,ARS/CCL,True,1,USD,True,13.236,True,True,,outlier (YTM o duration fuera de rango)
MU31,[MU3],,Sin mapear,MU31D,USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
MU32,[MU3],,Sin mapear,MU32D MU32O MU32Z,ARS EXT USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
NBS1,Balanz Capital Valores S.A.,30710630670,Financiero,NBS1C NBS1O NBS1Y,ARS EXT USD,True,True,True,A(arg),True,98.7147,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
NHC1,NUEVO BANCO DEL CHACO S.A.,30670157799,,NHC1O NHC1X,ARS,True,True,True,A-(arg),False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
NLCJ,[NLC],,Sin mapear,NLCJC NLCJD NLCJO NLCJX NLCJY NLCJZ,ARS EXT USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
NLCJC.S,[NLC],,Sin mapear,NLCJC.SB,EXT,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
NLCJD.S,[NLC],,Sin mapear,NLCJD.SB,USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
NLCJO.S,[NLC],,Sin mapear,NLCJO.SB,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
NPCD,[NPC],,Sin mapear,NPCDD,USD,True,True,False,,True,100.35,USD,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
OLC2,OLEODUCTOS DEL VALLE S.A.,30658840165,,OLC2D OLC2X,ARS USD,True,True,True,AAA(arg),False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
OLC3,OLEODUCTOS DEL VALLE S.A.,30658840165,,OLC3D,USD,True,True,True,AAA(arg),False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
OLC4,OLEODUCTOS DEL VALLE S.A.,30658840165,,OLC4D OLC4O OLC4Z,ARS EXT USD,True,True,True,AAA(arg),False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
OLC6,OLEODUCTOS DEL VALLE S.A.,30658840165,,OLC6C OLC6Y,EXT USD,True,True,True,AAA(arg),False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
OLC7,OLEODUCTOS DEL VALLE S.A.,30658840165,,OLC7C OLC7Y,EXT USD,True,True,True,AAA(arg),False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
OR3B,Agronorte S.R.L.,30547794482,Agro,OR3BD OR3BP,ARS USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
OT42,[OT4],,Sin mapear,OT42D,USD,True,True,False,,True,106.25,USD,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
OTS2,[OTS],,Sin mapear,OTS2D OTS2Y,USD,True,True,False,,True,102.35,USD,True,4,USD,True,5.217,True,False,-0.252,
OTS3,[OTS],,Sin mapear,OTS3D,USD,True,True,False,,True,103.0,USD,True,10,USD,True,5.98,True,False,0.197,
OTS5,[OTS],,Sin mapear,OTS5O,ARS,True,True,False,,True,98.4722,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
OTS6,[OTS],,Sin mapear,OTS6O,ARS,True,True,False,,True,100.3582,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
OZC3,EMPRESA DISTRIB DE ELECTRICIDAD DE MENDOZA S.A.,30699542454,,OZC3O,ARS,True,True,True,A+(arg),True,97.3272,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
OZC6,EMPRESA DISTRIB DE ELECTRICIDAD DE MENDOZA S.A.,30699542454,,OZC6C,EXT,True,True,True,A+(arg),False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
OZC7,EMPRESA DISTRIB DE ELECTRICIDAD DE MENDOZA S.A.,30699542454,,OZC7O,ARS,True,True,True,A+(arg),True,0.0727,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
PB1M,PROMEDON S.A.,30619780635,,PB1MC PB1MD,EXT USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
PECJ,PETROLERA ACONCAGUA ENERGIA S.A.,30714814229,,PECJO,ARS,True,True,True,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
PECK,PETROLERA ACONCAGUA ENERGIA S.A.,30714814229,,PECKD PECKO,ARS USD,True,True,True,,True,51.1894,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
PECM,PETROLERA ACONCAGUA ENERGIA S.A.,30714814229,,PECMD,USD,True,True,True,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
PECN,PETROLERA ACONCAGUA ENERGIA S.A.,30714814229,,PECND PECNO,ARS USD,True,True,True,,True,68.4,USD,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
PFC2,PATAGONIA FRUITS TRADE S.A,30690967541,,PFC2D,USD,True,True,False,,True,105.4,USD,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
PFC3,PATAGONIA FRUITS TRADE S.A,30690967541,,PFC3D,USD,True,True,False,,True,99.8,USD,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
PHC3,[PHC],,Sin mapear,PHC3D,USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
PLC1,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,PLC1X,ARS,True,True,True,AAA(arg),False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
PLC3,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,PLC3O,ARS,True,True,True,AAA(arg),True,101.9545,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
PLC4,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,PLC4C PLC4O PLC4X,ARS EXT,True,True,True,AAA(arg),True,105.25,EXT,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
PLC6,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,PLC6C PLC6X,ARS EXT,True,True,True,AAA(arg),True,99.36,EXT,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
PM31,PRODEMAN S.A.,33669088499,,PM31P,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
PN34,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,PN34C PN34O,ARS EXT,True,True,False,,True,99.81,EXT,True,3,USD,True,5.872,True,False,0.457,
PN35,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,PN35C PN35O PN35X PN35Z,ARS EXT,True,True,False,,True,102.3114,ARS/CCL,True,7,USD,True,6.644,True,False,0.693,
PN36,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,PN36C PN36D,EXT USD,True,True,False,,True,103.0,EXT,True,11,USD,True,-26.783,True,False,-6.047,
PN37,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,PN37C PN37D PN37X,ARS EXT USD,True,True,False,,True,103.0,USD,True,5,USD,True,5.095,True,False,0.109,
PN38,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,PN38C PN38D,EXT USD,True,True,False,,True,104.0,EXT,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
PN40,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,PN40Y,USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
PN41,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,PN41C PN41Y,EXT USD,True,True,False,,True,105.0,EXT,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
PN42,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,PN42C,EXT,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
PN43,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,PN43C PN43D PN43X,ARS EXT USD,True,True,False,,True,109.95,USD,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
PNDC,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,PNDCY,USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
PNEC,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,PNECC PNECO PNECX,ARS EXT,True,True,False,,True,83.7216,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
PNFC,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,PNFCD,USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
PNIC,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,PNICX,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
PNJC,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,PNJCY PNJCZ,EXT USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
PNRC,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,PNRCX PNRCZ,ARS EXT,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
PNXC,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,PNXCC PNXCX,ARS EXT,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
PNZC,PAN AMERICAN ENERGY LLC (PAE SUCURSAL),30714813583,,PNZCX PNZCY,ARS USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
PQCQ,PETROQUIMICA COMODORO RIVADAVIA S.A,30563598111,,PQCQO,ARS,True,True,True,AA(arg),False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
PQCR,Petroquímica Comodoro Rivadavia S.A.,30563598111,Industria - Petroquímica,PQCRO,ARS,True,True,True,AA(arg),True,94.9698,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
PQCS,Petroquímica Comodoro Rivadavia S.A.,30563598111,Industria - Petroquímica,PQCSC PQCSO,ARS EXT,True,True,True,AA(arg),True,100.2167,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
PQCT,Petroquímica Comodoro Rivadavia S.A.,30563598111,Industria - Petroquímica,PQCTC PQCTY,EXT USD,True,True,True,AA(arg),False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
PS34,PSA Finance Argentina Cía. Financiera S.A.,30707847367,Financiero - Crédito Automotriz,PS34X,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
PS37,PSA Finance Argentina Cía. Financiera S.A.,30707847367,Financiero - Crédito Automotriz,PS37X,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
PUC2,[PUC],,Sin mapear,PUC2D,USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
RAC5,[RAC],,Sin mapear,RAC5Y RAC5Z,EXT USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
RB59,Rombo Cía. Financiera S.A.,33707124909,Financiero - Crédito Automotriz,RB59X,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
RB60,Rombo Cía. Financiera S.A.,33707124909,Financiero - Crédito Automotriz,RB60O,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
RB64,Rombo Cía. Financiera S.A.,33707124909,Financiero - Crédito Automotriz,RB64X,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
RB66,Rombo Cía. Financiera S.A.,33707124909,Financiero - Crédito Automotriz,RB66X,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
RC1C,ARCOR S.A.I.C.,30502793175,,RC1CD RC1CY,USD,True,True,False,,True,110.4,USD,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
RC2C,ARCOR S.A.I.C.,30502793175,,RC2CC RC2CO RC2CX,ARS EXT,True,True,False,,True,98.5396,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
RC3C,Arcor S.A.I.C.,30502793175,Consumo - Alimentos,RC3CD RC3CX,ARS USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
RC4C,ARCOR S.A.I.C.,30502793175,,RC4CX,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
RC5C,ARCOR S.A.I.C.,30502793175,,RC5CD RC5CO,ARS USD,True,True,False,,True,100.1,USD,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
RCCR,Arcor S.A.I.C.,30502793175,Consumo - Alimentos,RCCRY,USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
ROC1,[ROC],,Sin mapear,ROC1D,USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
RUCE,CERAMICA RUTA 16 S.R.L.,30710080085,,RUCED,USD,True,True,False,,True,100.55,USD,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
RVS1,[RVS],,Sin mapear,RVS1D,USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
RZ9A,Rizobacter Argentina S.A.,30593174057,Agro - Biotech,RZ9AD RZ9AO RZ9AX,ARS USD,True,True,False,,True,44.1172,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
RZ9B,Rizobacter Argentina S.A.,30593174057,Agro - Biotech,RZ9BD RZ9BO,ARS USD,True,True,False,,True,63.9867,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
RZAB,Rizobacter Argentina S.A.,30593174057,Agro - Biotech,RZABY,USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
SBC1,SAN BAUTISTA DEL SUR SA,30715659340,,SBC1C SBC1Z,EXT,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
SBC2,SAN BAUTISTA DEL SUR SA,30715659340,,SBC2D,USD,True,True,False,,True,104.25,USD,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
SBC3,SAN BAUTISTA DEL SUR SA,30715659340,,SBC3D,USD,True,True,False,,True,100.5,USD,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
SIC1,[SIC],,Sin mapear,SIC1D,USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
SNAA,S.A. SAN MIGUEL,30511190238,,SNAAO,ARS,True,True,True,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
SNAB,S.A. San Miguel,30511190238,Agro - Frutícola,SNABO,ARS,True,True,True,,True,69.3751,ARS/CCL,True,1,USD,True,524.217,True,True,,outlier (YTM o duration fuera de rango)
SNEA,SION S.A.,30690076043,,SNEAO SNEAZ,ARS EXT,True,True,False,,True,42.4333,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
SNEB,SION S.A.,30690076043,,SNEBC,EXT,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
SNSD,SION S.A.,30690076043,,SNSDO,ARS,True,True,False,,True,63.4749,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
SNSE,SION S.A.,30690076043,,SNSEP,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
SOC3,SPECIAL GRAINS S.A/PETROAGRO S.A.,30600615889,,SOC3O,ARS,True,True,True,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
SPC1,[SPC],,Sin mapear,SPC1D SPC1O SPC1Y,ARS USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
STCF,[STC],,Sin mapear,STCFO,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
SXC1,MERCADO PAGO SERVICIOS DE PROCESAMIENTO S.R.L.,30716999498,,SXC1O,ARS,True,True,True,AAA(arg),True,0.07,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
SXC3,MERCADO PAGO SERVICIOS DE PROCESAMIENTO S.R.L.,30716999498,,SXC3O SXC3X,ARS,True,True,True,AAA(arg),True,0.0707,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
SXC5,MERCADO PAGO SERVICIOS DE PROCESAMIENTO S.R.L.,30716999498,,SXC5X,ARS,True,True,True,AAA(arg),False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
T641,Tarjeta Naranja S.A.,30685376349,Financiero - Crédito Consumo,T641O,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
T661,Tarjeta Naranja S.A.,30685376349,Financiero - Crédito Consumo,T661D,USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
T662,Tarjeta Naranja S.A.,30685376349,Financiero - Crédito Consumo,T662C T662Y,EXT USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
T671,Tarjeta Naranja S.A.U.,30685376349,Financiero - Consumo,T671O T671X,ARS,True,True,False,,True,0.068,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
T672,Tarjeta Naranja S.A.U.,30685376349,Financiero - Consumo,T672O,ARS,True,True,False,,True,96.5863,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
T673,Tarjeta Naranja S.A.U.,30685376349,Financiero - Consumo,T673O,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
TE53,[TE5],,Sin mapear,TE53P,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
TLCD,Telecom Argentina S.A.,30639453738,Telecomunicaciones,TLCDX,ARS,True,True,True,AA+(arg),False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
TLCG,Telecom Argentina S.A.,30639453738,Telecomunicaciones,TLCGO,ARS,True,True,True,AA+(arg),False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
TLCM,Telecom Argentina S.A.,30639453738,Telecomunicaciones,TLCMY,USD,True,True,True,AA+(arg),False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
TLCO,Telecom Argentina S.A.,30639453738,Telecomunicaciones,TLCOO,ARS,True,True,True,AA+(arg),True,99.5701,ARS/CCL,True,5,USD,True,7.251,True,False,0.9,
TLCP,Telecom Argentina S.A.,30639453738,Telecomunicaciones,TLCPO TLCPZ,ARS EXT,True,True,True,AA+(arg),True,107.0936,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
TLCQ,Telecom Argentina S.A.,30639453738,Telecomunicaciones,TLCQC TLCQO,ARS EXT,True,True,True,AA+(arg),True,101.4358,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
TLCT,Telecom Argentina S.A.,30639453738,Telecomunicaciones,TLCTC TLCTD TLCTY,EXT USD,True,True,True,AA+(arg),True,105.6,EXT,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
TLCU,Telecom Argentina S.A.,30639453738,Telecomunicaciones,TLCUD,USD,True,True,True,AA+(arg),True,102.75,USD,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
TLCV,Telecom Argentina S.A.,30639453738,Telecomunicaciones,TLCVC TLCVD TLCVO,ARS EXT USD,True,True,True,AA+(arg),True,103.0,USD,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
TLCW,Telecom Argentina S.A.,30639453738,Telecomunicaciones,TLCWC TLCWD TLCWO,ARS EXT USD,True,True,True,AA+(arg),True,96.0273,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
TSC3,[TSC],,Sin mapear,TSC3C TSC3Y TSC3Z,EXT USD,True,True,False,,True,109.55,EXT,True,11,USD,True,6.972,True,False,0.265,
TSC4,[TSC],,Sin mapear,TSC4C,EXT,True,True,False,,True,103.6,EXT,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
TTC8,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,TTC8O,ARS,True,True,True,AAA(arg),True,98.7416,ARS/CCL,True,3,USD,True,6.387,True,False,0.684,
TTC9,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,TTC9O,ARS,True,True,True,AAA(arg),True,101.1664,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
TTCB,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,TTCBO,ARS,True,True,True,AAA(arg),True,100.3447,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
TTCE,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,TTCEC TTCED TTCEO,ARS EXT USD,True,True,True,AAA(arg),True,100.0,USD,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
TYCZ,TOYOTA COMPANIA FINANCIERA DE ARGENTINA,30709000426,,TYCZX,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
VA1A,[VA1],,Sin mapear,VA1AC VA1AD VA1AP,ARS EXT USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
VAC3,[VAC],,Sin mapear,VAC3P,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
VBC1,[VBC],,Sin mapear,VBC1C,EXT,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
VBC2,[VBC],,Sin mapear,VBC2D,USD,True,True,False,,True,102.75,USD,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
VE2L,RICARDO VENTURINO S.A,30698318895,,VE2LD,USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
VSCH,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,VSCHC VSCHD VSCHX,ARS EXT USD,True,True,True,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
VSCI,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,VSCID VSCIX,ARS USD,True,True,True,,True,91.05,USD,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
VSCJ,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,VSCJD VSCJX,ARS USD,True,True,True,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
VSCK,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,VSCKD VSCKX,ARS USD,True,True,True,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
VSCM,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,VSCMO VSCMX,ARS,True,True,True,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
VSCN,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,VSCNC,EXT,True,True,True,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
VSCO,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,VSCOC VSCOX,ARS EXT,True,True,True,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
VSCP,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,VSCPX,ARS,True,True,True,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
VSCQ,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,VSCQC VSCQX,ARS EXT,True,True,True,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
VSCR,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,VSCRD VSCRX,ARS USD,True,True,True,,True,107.9,USD,True,11,USD,True,5.869,True,False,0.188,
VSCT,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,VSCTD VSCTX,ARS USD,True,True,True,,True,110.1,USD,True,20,USD,True,6.62,True,False,0.221,
VSCU,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,VSCUX,ARS,True,True,True,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
VSCX,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,VSCXC,EXT,True,True,True,,True,104.25,EXT,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
VWCD,VOLKSWAGEN FINANCIAL SERVICES COMPAÑIA FINANCIERA SA,30682419578,,VWCDO,ARS,True,True,True,AA(arg),False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
VWCF,Volkswagen Financial Services Cía. Financiera S.A.,30682419578,Financiero - Crédito Automotriz,VWCFX,ARS,True,True,True,AA(arg),False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
WBS1,BANCO MARIVA S.A.,30516420444,,WBS1O,ARS,True,True,True,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
XMC1,Minera Exar S.A.,30709667587,Minería - Litio,XMC1C XMC1D XMC1O,ARS EXT USD,True,True,True,AA(arg),True,102.3,USD,True,3,USD,True,6.417,True,False,0.426,
YCAM,[YCA],,Sin mapear,YCAMC YCAMX,ARS EXT,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
YFCA,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,YFCAX,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
YFCD,YPF ENERGIA ELECTRICA S.A.,30714128309,,YFCDO,ARS,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
YFCM,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,YFCMO YFCMY,ARS USD,True,True,False,,True,99.4017,ARS/CCL,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
YFCN,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,YFCNY,USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
YFCO,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,YFCOY,USD,True,True,False,,False,,—,False,0,,False,,False,,,sin precio USD válido en BYMA
YM34,YPF S.A.,30546689979,Energía - Petróleo y Gas,YM34C YM34X YM34Z,ARS EXT,True,True,False,,True,107.3,EXT,True,16,USD,True,7.443,True,False,1.695,
YM35,YPF S.A.,30546689979,Energía - Petróleo y Gas,YM35C YM35D YM35X YM35Y,ARS EXT USD,True,True,False,,True,101.85,USD,False,0,,False,,False,,,MAE devuelve respuesta vacía (sin detalle)
